HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID_mapping_version_20200130	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
223	56752	ALDH9A1	ALDH4|ALDH7|ALDH9|E3|TMABA-DH|TMABADH|TMABALDH	aldehyde dehydrogenase 9 family member A1	MitoCarta3.0	"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	Tmito	23.4	0	1	"APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	ENSG00000143149	P49189	518	1	SharedDomain	10		OrthologMitoLowConf	NoHomolog	50-75pure	chr1	165631448	165667900	10	28	251	1.41E+10	65	"brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"			7.7	8.1	9.5	9.3			9	9.5	8.2	8.3	9.5	8.9	Cytosol (Approved)
51023	68735	MRPS18C	CGI-134|MRP-S18-1|MRP-S18-c|MRPS18-1|S18mt-c|mrps18-c	mitochondrial ribosomal protein S18C	MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	23.4	0	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	ENSG00000163319	Q9Y3D5	142	4	SharedDomain	12		OrthologMitoHighConf	Homolog	50-75pure	chr4	84377117	84382929	13	9	61	4.05E+09	59	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.6	8.1	7.2	9.2		8.8	8.6	6.9	7.6	8	8	7	8.8	7.9	
92935	212679	MARS2	COXPD25|MetRS|mtMetRS	"methionyl-tRNA synthetase 2, mitochondrial"	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	23.3	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	ENSG00000247626	Q96GW9	593	2	SharedDomain	13		OrthologMitoHighConf	Homolog	25-50pure	chr2	198570027	198573114	12	18	100	1.26E+09	43	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	7.7	8.1	7.9			7.8	8.2	7.7	7.5	8.3	7.4	7.8	8.5	
4329	104776	ALDH6A1	MMSADHA|MMSDH	aldehyde dehydrogenase 6 family member A1	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	MIM	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	Tmito	23.3	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	ENSG00000119711	Q02252	535	2	SharedDomain	29		OrthologMitoLowConf	NoHomolog	75-100pure	chr14	74524367	74551196	14	49	2644	2.68E+11	83	all 14	9.3	9	9.6	8.9	11	10.5	9.9	9.7	10.9	9.7	8.9	10.6	9.7	9.9	Mitochondria (Enhanced)
2232	14149	FDXR	ADR|ADXR|ANOA	ferredoxin reductase	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, coexpression, MS/MS++"	Matrix	"Metabolism > Lipid metabolism > Cholesterol, bile acid, steroid synthesis | Metabolism > Metals and cofactors > Heme synthesis and processing | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Vitamin metabolism > Vitamin D metabolism"	Tmito	23.1	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, coexpression, MS/MS++"	ENSG00000161513	P22570	534	1	NA	8		OrthologMitoHighConf	NoHomolog	75-100pure	chr17	72858618	72869156	9	31	210	9.40E+09	78	"spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"				7.5	7.9	8.5			8.4	8.6	8.6	8.5	9.3	9.7	Mitochondria (Enhanced)
283459	384281	GATC	15E1.2|COXPD42	glutamyl-tRNA amidotransferase subunit C	MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	23.1	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS"	ENSG00000257218	O43716	136	2	MitoDomain	16	0.91	NoMitoHomolog	Ortholog	25-50ambig	chr12	120884240	120901556	6	4	19	1.46E+08	35	"cerebrum, cerebellum, spinalcord, kidney, largeintestine, testis"	7.4	7.6		7	7.7						6.5			7.2	
10131	68015	TRAP1	HSP 75|HSP75|HSP90L|TRAP-1	TNF receptor associated protein 1	MitoCarta3.0	"APEX_matrix, GFP, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Tmito	23.1	0	1	"APEX_matrix, GFP, targetP signal+, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+"	ENSG00000126602	Q12931	704	1	SharedDomain	45		NoMitoHomolog	Homolog	75-100ambig	chr16	3708037	3767598	14	60	1641	9.78E+10	77	all 14	9.4	9	9.5	9.5	10.4	10	9	9.3	10.1	9.9	10.1	9.4	10	9.7	Mitochondria (Enhanced)
27034	66948	ACAD8	ACAD-8|ARC42|IBDH	acyl-CoA dehydrogenase family member 8	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	Tmito	22.9	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression, MS/MS++"	ENSG00000151498	Q9UKU7	415	1	MitoDomain	23		NoMitoHomolog	NoHomolog	50-75pure	chr11	134123433	134135746	14	26	357	1.58E+10	63	all 14	8	7.4	8.2	7.6	9.7	9.1	8	8.8	9.2	8.4	9.1	9.3	9.1	9.3	
217	11669	ALDH2	ALDH-E2|ALDHI|ALDM	aldehyde dehydrogenase 2 family member	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	Matrix	Metabolism > Detoxification > Xenobiotic metabolism	Tmito	22.9	0	1	"literature, APEX_matrix, targetP signal+, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	ENSG00000111275	P05091	517	1	SharedDomain	5		OrthologMitoLowConf	NoHomolog	75-100pure	chr12	112204690	112247789	14	51	2836	3.89E+11	80	all 14	9.4	9.1	9.5	9.5	10.6	10.8	9.7	9.2	10.9	10.7	10.5	10	10.4	10.8	
10105	105675	PPIF	CYP3|CyP-M|Cyp-D|CypD	peptidylprolyl isomerase F	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	Matrix	Signaling > Calcium homeostasis > Mitochondrial permeability transition pore	Tmito	22.9	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000108179	P30405	207	1	SharedDomain	7	4.9	HomologMitoLowConf	NoHomolog	75-100pure	chr10	81107219	81115089	14	21	781	3.43E+10	77	all 14	9.2	9.1	9.6	9.2	9.7	9.2	9.9	8.5	8.7	9.1	9.7	9.2	9.4	8.4	Mitochondria (Supported)
29928	56322	TIMM22	COXPD43|TEX4|TIM22	translocase of inner mitochondrial membrane 22	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway"	Tmito	22.8	0	1	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	ENSG00000177370|ENSG00000277649|ENSG00000278501	Q9Y584	194		MitoDomain	11	1.1	OrthologMitoHighConf	NoHomolog	50-75ambig	chr17	900356	905390	14	8	130	2.93E+09	54	all 14	8.8	8.6	8.6	8.5	8.2	8	7.3	6.8	8.2	7.9	8.5	7.8	8.1	8	
3712	56357	IVD	ACAD2	isovaleryl-CoA dehydrogenase	MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism	Tmito	22.8	0	1	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS++"	ENSG00000128928	P26440	426	2	MitoDomain	38		NoMitoHomolog	NoHomolog	75-100pure	chr15	40697685	40713512	14	30	1245	1.07E+11	81	all 14	9	8.7	9.2	9.2	10.4	10.2	9.9	9.4	10.2	9.4	9.4	10.2	9.7	10	Mitochondria (Supported)
79944	217666	L2HGDH	C14orf160|L2HGA	L-2-hydroxyglutarate dehydrogenase	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > TCA-associated	Tmito	22.8	0	1	"literature, APEX_matrix, targetP signal+, mito protein domain, induction, coexpression, MS/MS++"	ENSG00000087299	Q9H9P8	463	1	SharedDomain	20	2.62	NoMitoHomolog	NoHomolog	50-75pure	chr14	50709151	50778947	10	23	135	3.26E+09	64	"cerebrum, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, testis"	7.8			7.4	8.9	8.2		8.3	8	8.4	8	8.5		9.1	Mitochondria (Enhanced)
23474	66071	ETHE1	HSCO|YF13H12	ETHE1 persulfide dioxygenase	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, induction, MS/MS++"	Matrix	Metabolism > Sulfur metabolism	Tmito	22.7	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, induction, MS/MS++"	ENSG00000105755	O95571	254	2	SharedDomain	3	2.28	OrthologMitoLowConf	NoHomolog	75-100pure	chr19	44010870	44031396	13	20	506	3.80E+10	90	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	9.1	9	9.4	9.1	9.6	9.6	8.6	8	8.4	9.2	10.3	9.1	9.4		Mitochondria (Enhanced)
55052	66448	MRPL20	L20mt|MRP-L20	mitochondrial ribosomal protein L20	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	22.7	0	1	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	ENSG00000242485	Q9BYC9	149	1	SharedDomain	18	1.56	NoMitoHomolog	Ortholog	50-75ambig	chr1	1337275	1342693	13	13	166	2.48E+09	58	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3	8	8	7.7		8.3	7.6	7.2	8.3	8.4	8.8	7.7	8.6	8.5	Mitochondria (Supported)
292	11740	SLC25A5	2F1|AAC2|ANT2|T2|T3	solute carrier family 25 member 5	MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Signaling > Calcium homeostasis > Mitochondrial permeability transition pore | Small molecule transport > SLC25A family	Tmito	22.7	0	1	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	ENSG00000005022	P05141	298		MitoDomain	NA	1.72	OrthologMitoLowConf	NoHomolog	75-100pure	chrX	118602362	118605359	14	55	12655	1.56E+12	99	all 14	11	10.9	11.2	11.1	11.2	10.7	11.2	10.7	10.9	11.3	11.1	11.1	11	10.7	Mitochondria (Supported)
8604	78830	SLC25A12	AGC1|ARALAR|EIEE39	solute carrier family 25 member 12	MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > SLC25A family	Tmito	22.7	0	1	"literature, yeast mito homolog+, mito protein domain+, induction, MS/MS++"	ENSG00000115840	O75746	678		MitoDomain	2	1.97	OrthologMitoLowConf	NoHomolog	75-100pure	chr2	172639914	172750816	14	63	4454	4.13E+11	84	all 14	10.9	10.6	10.9	10.6	10.5	9.9	10.3	10.9	9.5	9.6	9.9	9.9	10.1	9.4	Nuclear speckles (Uncertain)
54460	66292	MRPS21	MDS016|MRP-S21|RPMS21	mitochondrial ribosomal protein S21	MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	22.6	0	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	ENSG00000266472	P82921	87		SharedDomain	NA	1.35	OrthologMitoHighConf	Ortholog	50-75pure	chr1	150266261	150281414	14	9	102	2.33E+09	74	all 14	8.2	8.2	8.3	7.7	8.4	8.2	7.2	7	8	8.5	8.7	7.8	8.3	8	Mitochondria (Supported)
56993	223696	TOMM22	1C9-2|MST065|MSTP065|TOM22	translocase of outer mitochondrial membrane 22	MitoCarta3.0	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	MOM	"Protein import, sorting and homeostasis > Protein import and sorting > TOM"	Tmito	22.6	0	1	"literature, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++"	ENSG00000100216	Q9NS69	142		MitoDomain	9		OrthologMitoHighConf	NoHomolog	75-100pure	chr22	39077953	39080766	14	9	385	2.59E+10	77	all 14	9.7	9.5	9.4	8.9	9.5	8.3	9.1	8.4	9.2	8.3	9.4	8.6	9.2	9.4	Mitochondria (Enhanced)
10449	52538	ACAA2	DSAEC	acetyl-CoA acyltransferase 2	MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Lysine metabolism	Tmito	22.5	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000167315	P42765	397	3	SharedDomain	31	0.93	NoMitoHomolog	Homolog	75-100pure	chr18	47309873	47340251	14	43	3732	4.02E+11	93	all 14	9.1	8.7	9.1	9.2	10.4	11.2	11	9.7	10.2	10.6	10.2	10.2	10.2	10.2	Mitochondria (Supported)
51263	107734	MRPL30	L28MT|L30MT|MRP-L28|MRP-L30|MRPL28|MRPL28M|RPML28	mitochondrial ribosomal protein L30	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression++, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	22.4	0	1	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression++, MS/MS"	ENSG00000185414	Q8TCC3	161	4	SharedDomain	47		OrthologMitoHighConf	NoHomolog	50-75ambig	chr2	99797541	99816020	14	14	130	1.47E+09	68	all 14	7.6	7.2	7.3	7.6	7.8	8	7.7	7.1	8	8.2	8.7	7.4	8.5	7.9	
9093	83945	DNAJA3	HCA57|TID1|hTID-1	DnaJ heat shock protein family (Hsp40) member A3	MitoCarta3.0	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	Matrix	"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones"	Tmito	22.4	0	1	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+"	ENSG00000103423|ENSG00000276726	Q96EY1	480	3	SharedDomain	44	1.19	NoMitoHomolog	Homolog	25-50pure	chr16	4475805	4506775	14	16	173	3.68E+09	34	all 14	8	7.3	7.7	8.3	8.7	8.5	8.4	8.3	8.4	8.5	8.6	8.4	8.7	8.4	Mitochondria (Enhanced)
4708	68198	NDUFB2	AGGG|CI-AGGG	NADH:ubiquinone oxidoreductase subunit B2	MitoCarta3.0	"literature, targetP signal, induction, coexpression++, MS/MS++"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	22.3	0	1	"literature, targetP signal, induction, coexpression++, MS/MS++"	ENSG00000090266	O95178	105	2	NA	50	0.73	NoMitoHomolog	NoHomolog	50-75pure	chr7	140396480	140406446	14	4	99	1.18E+10	50	all 14	9.2	8.8	9.2	8.6	9.3	8.8	8.9	8.4	8.7	8.7	9.1	8.9	8.6	8.6	Mitochondria;Nucleoplasm (Approved)
65993	79044	MRPS34	COXPD32|MRP-S12|MRP-S34|MRPS12	mitochondrial ribosomal protein S34	MitoCarta3.0	"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	22.3	0	1	"literature, APEX_matrix, targetP signal, induction, coexpression++, MS/MS++"	ENSG00000074071	P82930	218	2	NA	45	1.43	NoMitoHomolog	NoHomolog	50-75pure	chr16	1821895	1823140	14	17	199	6.98E+09	69	all 14	9	8.9	9.1	8.6	8.7	8.5	8.1	6.7	8.4	8.5	8.7	7.9	9.1	8.5	Mitochondria (Supported)
2109	110826	ETFB	FP585|MADD	electron transfer flavoprotein subunit beta	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS++"	Matrix	"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other"	Tmito	22.3	0	1	"literature, APEX_matrix, yeast mito homolog, mito protein domain, induction, coexpression+, MS/MS++"	ENSG00000105379	P38117	346	5	SharedDomain	39	1.36	HomologMitoHighConf	NoHomolog	75-100pure	chr19	51848408	51869672	14	27	1505	2.46E+11	90	all 14	9.7	9.5	9.9	9.9	10.5	10.6	10.6	9.3	10.5	10.2	10	10.2	10.3	9.9	Mitochondria (Enhanced)
246269	215951	AFG1L	AFG1|LACE1|c222389	AFG1 like ATPase	MitoCarta3.0	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, coexpression, MS/MS+"	MIM	"Protein import, sorting and homeostasis > Protein homeostasis > Proteases"	Tmito	22.1	0	1	"APEX_matrix, yeast mito homolog++, Rickettsial homolog, coexpression, MS/MS+"	ENSG00000135537	Q8WV93	481	4	NA	29		OrthologMitoHighConf	Ortholog	25-50pure	chr6	108616097	108844251	9	14	80	6.41E+08	28	"cerebrum, cerebellum, spinalcord, heart, adipose, smallintestine, largeintestine, stomach, placenta"	7.4	7.2		7.4			8.1		7.7	7.4	8.2	8.2	7.7		Cytosol;Plasma membrane (Approved)
93974	11983	ATP5IF1	ATPI|ATPIF1|ATPIP|IP	ATP synthase inhibitory factor subunit 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	Matrix	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Tmito	22.1	0	1	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	ENSG00000130770|ENSG00000285390	Q9UII2	106	3	MitoDomain	4		OrthologMitoHighConf	NoHomolog	50-75pure	chr1	28562601	28564616	14	21	1094	7.55E+10	71	all 14	9.8	9.5	9.9	9.7	9.7	8.8	7.6	7	9	10	10.2	9.9	9.6	9.8	Mitochondria (Enhanced)
515	11950	ATP5PB	ATP5F1|PIG47	ATP synthase peripheral stalk-membrane subunit b	MitoCarta3.0	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Tmito	22.1	0	1	"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, MS/MS++"	ENSG00000116459	P24539	256	4	MitoDomain	NA		OrthologMitoHighConf	NoHomolog	75-100pure	chr1	111991742	112004525	14	34	3542	5.98E+11	84	all 14	10.9	10.9	10.9	10.7	10.7	10.5	10.7	10.2	10.4	10.5	10.6	10.3	10.5	10	Mitochondria (Supported)
1350	12867	COX7C	-	cytochrome c oxidase subunit 7C	MitoCarta3.0	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Tmito	22.1	0	1	"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, MS/MS++"	ENSG00000127184	P15954	63	4	MitoDomain	NA		OrthologMitoHighConf	NoHomolog	75-100pure	chr5	85913783	85916583	14	11	474	2.25E+10	87	all 14	9.7	9.4	9.4	8.5	8.9	9.1	8.5	8.5	9	9.5	7.3	9.3	9.1	9.3	
54927	66075	CHCHD3	MICOS19|MINOS3|Mic19|PPP1R22	coiled-coil-helix-coiled-coil-helix domain containing 3	MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, GFP, yeast mito homolog, induction, coexpression++, MS/MS++"	MIM	Mitochondrial dynamics and surveillance > Cristae formation > MICOS complex | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions	Tmito	22.1	0	1	"literature, APEX_IMS, APEX_matrix, GFP, yeast mito homolog, induction, coexpression++, MS/MS++"	ENSG00000106554	Q9NX63	227		NA	44	1.34	HomologMitoHighConf	NoHomolog	75-100pure	chr7	132469622	132766828	14	38	1240	5.81E+10	86	all 14	9.9	9.5	10	9.6	9.7	9.5	9.7	8.9	9.4	9.4	9.6	9.5	9.7	9.2	Mitochondria (Supported)
80219	67876	COQ10B	-	coenzyme Q10B	MitoCarta3.0	"GFP, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS+"	MIM	Metabolism > Metals and cofactors > Coenzyme Q metabolism	Tmito	22.0	0	1	"GFP, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS+"	ENSG00000115520	Q9H8M1	238	2	MitoDomain	4		OrthologMitoLowConf	Homolog	25-50pure	chr2	198318230	198339851	11	6	32	3.69E+08	40	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta"	7.3	7	7.6	6.5		7.2	8.1	7.9	7.7		7	7.3	6.8		Cytosol (Approved)
197322	257633	ACSF3	-	acyl-CoA synthetase family member 3	MitoCarta3.0	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	Matrix	Metabolism > Lipid metabolism > Type II fatty acid synthesis	Tmito	22.0	0	1	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	ENSG00000176715	Q4G176	576	1	SharedDomain	30		NoMitoHomolog	Homolog	50-75pure	chr16	89160216	89222254	14	35	407	9.25E+09	67	all 14	8.6	8.2	8.5	8.8	9.3	8.6	8.4	8	9.2	8.9	9.1	9	8.5	7.7	
26073	67811	POLDIP2	PDIP38|POLD4|p38	DNA polymerase delta interacting protein 2	MitoCarta3.0	"literature, APEX_matrix, targetP signal+, induction, coexpression++, MS/MS++"	Matrix	Mitochondrial central dogma > mtDNA maintenance > mtDNA nucleoid	Tmito	22.0	0	1	"literature, APEX_matrix, targetP signal+, induction, coexpression++, MS/MS++"	ENSG00000004142	Q9Y2S7	368	1	NonMitoDomain	41	0.73	NoMitoHomolog	NoHomolog	50-75pure	chr17	26673658	26684603	14	23	186	6.84E+09	68	all 14	8.1	8.2	8.5	7.6	8.9	8.5	7.7	8.2	9	8.1	8.6	8.1	9.3	9	Mitochondria (Approved)
1468	27376	SLC25A10	DIC|MTDPS19	solute carrier family 25 member 10	MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Small molecule transport > SLC25A family	Tmito	22.0	0	1	"literature, yeast mito homolog+, mito protein domain+, coexpression, MS/MS++"	ENSG00000183048	Q9UBX3	406		MitoDomain	14		OrthologMitoLowConf	NoHomolog	75-100pure	chr17	79679265	79688046	12	25	608	3.92E+10	82	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.3	8	8.5	8.9	9.9	9.9			10	9.6	9.5	8.5	9.5	9.2	Mitochondria (Supported)
